UID,university,TID,Tuition and fees,CID,RID,year,RO_ID,rank_display,student_faculty_ratio,SID,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100995,Wuhan University of Technology,Type2,66649,CU5,R3,2022,RA_RO1,801-1000,15,S4,GRE2,0,9,95,3.2,https://www.topuniversities.com/universities/wuhan-university-technology
100996,Xi'an Jiaotong Liverpool University,Type1,28960,CU5,R3,2022,RA_RO3,801-1000,17,S2,GRE2,0,6.5,107,3,https://www.topuniversities.com/universities/xian-jiaotong-liverpool-university
100997,Yamaguchi University ,Type2,54804,CU7,R3,2022,RA_RO3,801-1000,9,S1,GRE2,0,6.5,90,2.7,https://www.topuniversities.com/universities/yamaguchi-university
100998,Yerevan State University,Type2,62671,CU81,R3,2022,RA_RO3,801-1000,10,S1,GRE2,0,6.5,97,3.1,https://www.topuniversities.com/universities/yerevan-state-university
100999,Yeungnam University ,Type1,34919,CU10,R3,2022,RA_RO3,801-1000,14,S2,GRE2,0,8.5,107,2.6,https://www.topuniversities.com/universities/yeungnam-university
1001000,Yokohama National University,Type2,64875,CU7,R3,2022,RA_RO1,801-1000,13,S1,GRE2,0,6,111,2.6,https://www.topuniversities.com/universities/yokohama-national-university
1001001,Al Quds University The Arab University in Jerusalem,Type2,25509,CU82,R3,2022,RA_RO4,1001-1200,15,S1,GRE2,0,6.5,115,3.1,https://www.topuniversities.com/universities/al-quds-university-arab-university-jerusalem
1001002,Al-Azhar University,Type2,64846,CU57,R6,2022,RA_RO3,1001-1200,16,S4,GRE2,0,7.5,101,3.3,https://www.topuniversities.com/universities/al-azhar-university
1001003,Alexandria University ,Type2,28709,CU57,R6,2022,RA_RO3,1001-1200,19,S4,GRE2,0,9,113,2.8,https://www.topuniversities.com/universities/alexandria-university
1001004,Aligarh Muslim University,Type2,56596,CU33,R3,2022,RA_RO1,1001-1200,12,S2,GRE2,0,8.5,114,2.8,https://www.topuniversities.com/universities/aligarh-muslim-university
1001005,Amity University,Type1,42740,CU33,R3,2022,RA_RO1,1001-1200,13,S4,GRE2,0,7,102,3.1,https://www.topuniversities.com/universities/amity-university
1001006,Amrita Vishwa Vidyapeetham,Type1,63244,CU33,R3,2022,RA_RO3,1001-1200,11,S2,GRE2,0,7,90,3.1,https://www.topuniversities.com/universities/amrita-vishwa-vidyapeetham
1001007,An-Najah National University,Type2,61682,CU82,R3,2022,RA_RO4,1001-1200,18,S2,GRE2,0,8,94,2.6,https://www.topuniversities.com/universities/najah-national-university
1001008,Anadolu University,Type2,59954,CU60,R3,2022,RA_RO1,1001-1200,14,S2,GRE2,0,8,107,3.1,https://www.topuniversities.com/universities/anadolu-university
1001009,Assiut University ,Type2,44500,CU57,R6,2022,RA_RO3,1001-1200,14,S4,GRE2,0,8.5,93,3.2,https://www.topuniversities.com/universities/assiut-university
1001010,Athens University of Economics and Business,Type2,46110,CU55,R2,2022,RA_RO1,1001-1200,45,S1,GRE2,0,8.5,99,3,https://www.topuniversities.com/universities/athens-university-economics-business
1001011,Azerbaijan State University of Economics,Type2,27198,CU83,R3,2022,RA_RO4,1001-1200,12,S2,GRE2,0,8.5,92,3.1,https://www.topuniversities.com/universities/azerbaijan-state-university-economics
1001012,BRAC University,Type1,27165,CU76,R3,2022,RA_RO3,1001-1200,16,S1,GRE2,0,6,117,2.9,https://www.topuniversities.com/universities/brac-university
1001013,Babes-Bolyai University,Type2,54655,CU84,R2,2022,RA_RO3,1001-1200,23,S4,GRE2,0,7.5,104,3.2,https://www.topuniversities.com/universities/babes-bolyai-university
1001014,Baku State University,Type2,31413,CU83,R3,2022,RA_RO3,1001-1200,11,S2,GRE2,0,6,98,3.2,https://www.topuniversities.com/universities/baku-state-university
1001015,Banaras Hindu University,Type2,38634,CU33,R3,2022,RA_RO3,1001-1200,18,S4,GRE2,0,9,94,3.1,https://www.topuniversities.com/universities/banaras-hindu-university
1001016,Baylor University,Type1,69811,CU1,R1,2022,RA_RO1,1001-1200,13,S2,GRE1,0,8,103,3.4,https://www.topuniversities.com/universities/baylor-university
1001017,Belarusian State University of Informatics and Radioelectronics,Type2,63667,CU44,R2,2022,RA_RO4,1001-1200,20,S2,GRE2,0,9,97,3.1,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics
1001018,Benemérita Universidad Autónoma de Puebla,Type2,51061,CU25,R5,2022,RA_RO4,1001-1200,32,S4,GRE2,0,6.5,104,2.7,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla
1001019,Bina Nusantara University (BINUS),Type1,64980,CU42,R3,2022,RA_RO3,1001-1200,13,S2,GRE2,0,7,92,2.7,https://www.topuniversities.com/universities/bina-nusantara-university-binus
1001020,"Birla Institute of Technology and Science, Pilani",Type1,63889,CU33,R3,2022,RA_RO1,1001-1200,18,S2,GRE2,0,8.5,110,2.8,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani
1001021,Birmingham City University ,Type2,59099,CU2,R2,2022,RA_RO3,1001-1200,16,S2,GRE2,0,8.5,99,3.1,https://www.topuniversities.com/universities/birmingham-city-university
1001022,Brigham Young University,Type1,40259,CU1,R1,2022,RA_RO1,1001-1200,21,S4,GRE1,0,7.5,114,3.2,https://www.topuniversities.com/universities/brigham-young-university
1001023,British University in Egypt,Type1,50512,CU57,R6,2022,RA_RO3,1001-1200,14,S1,GRE2,0,6,105,3.4,https://www.topuniversities.com/universities/british-university-egypt
1001024,Brock University,Type2,31035,CU8,R1,2022,RA_RO3,1001-1200,29,S2,GRE2,0,6.5,108,3.1,https://www.topuniversities.com/universities/brock-university
1001025,COMSATS University Islamabad,Type2,52262,CU49,R3,2022,RA_RO1,1001-1200,15,S4,GRE2,0,8.5,94,3.2,https://www.topuniversities.com/universities/comsats-university-islamabad
1001026,Canterbury Christ Church University,Type2,64030,CU2,R2,2022,RA_RO3,1001-1200,17,S1,GRE2,0,7.5,116,3.2,https://www.topuniversities.com/universities/canterbury-christ-church-university
1001027,Católica de Córdoba,Type1,57765,CU16,R5,2022,RA_RO5,1001-1200,13,S1,GRE2,0,7,97,2.9,https://www.topuniversities.com/universities/catolica-de-cordoba
1001028,Chang Jung Christian University,Type1,51546,CU15,R3,2022,RA_RO3,1001-1200,10,S1,GRE2,0,6.5,98,2.6,https://www.topuniversities.com/universities/chang-jung-christian-university
1001029,China University of Political Science and Law,Type2,35462,CU5,R3,2022,RA_RO4,1001-1200,14,S2,GRE2,0,7,91,3.2,https://www.topuniversities.com/universities/china-university-political-science-law
1001030,Chung Yuan Christian University,Type2,62594,CU15,R3,2022,RA_RO3,1001-1200,21,S2,GRE2,0,9,109,3.3,https://www.topuniversities.com/universities/chung-yuan-christian-university
1001031,Chungbuk National University,Type2,40996,CU10,R3,2022,RA_RO3,1001-1200,11,S2,GRE2,0,6,117,2.5,https://www.topuniversities.com/universities/chungbuk-national-university
1001032,Diponegoro University,Type2,55265,CU42,R3,2022,RA_RO3,1001-1200,14,S4,GRE2,0,6.5,91,3,https://www.topuniversities.com/universities/diponegoro-university
1001033,Doshisha University,Type1,67369,CU7,R3,2022,RA_RO3,1001-1200,20,S2,GRE2,0,6.5,108,2.9,https://www.topuniversities.com/universities/doshisha-university
1001034,EGE UNIVERSITY,Type2,38157,CU60,R3,2022,RA_RO3,1001-1200,14,S4,GRE2,0,8.5,100,3,https://www.topuniversities.com/universities/ege-university
1001035,Escuela Politécnica Nacional,Type2,50553,CU74,R5,2022,RA_RO3,1001-1200,15,S1,GRE2,0,6,113,2.8,https://www.topuniversities.com/universities/escuela-politecnica-nacional
1001036,Escuela Superior Politécnica del Litoral (ESPOL),Type2,51760,CU74,R5,2022,RA_RO1,1001-1200,14,S1,GRE2,0,6.5,94,2.8,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol
1001037,Feng Chia University,Type1,29088,CU15,R3,2022,RA_RO1,1001-1200,22,S2,GRE2,0,6.5,97,2.9,https://www.topuniversities.com/universities/feng-chia-university
1001038,Florida Atlantic University - Boca Raton,Type2,50983,CU1,R1,2022,RA_RO3,1001-1200,19,S2,GRE1,0,7.5,99,2.8,https://www.topuniversities.com/universities/florida-atlantic-university-boca-raton
1001039,Fu Jen Catholic University,Type1,34694,CU15,R3,2022,RA_RO4,1001-1200,24,S2,GRE2,0,9,94,2.5,https://www.topuniversities.com/universities/fu-jen-catholic-university
1001040,Gazi Üniversitesi,Type2,43426,CU60,R3,2022,RA_RO3,1001-1200,20,S4,GRE2,0,6,92,3.4,https://www.topuniversities.com/universities/gazi-universitesi
1001041,Glasgow Caledonian University,Type2,39179,CU2,R2,2022,RA_RO3,1001-1200,21,S2,GRE2,0,8.5,110,2.6,https://www.topuniversities.com/universities/glasgow-caledonian-university
1001042,Harper Adams University,Type2,66895,CU2,R2,2022,RA_RO3,1001-1200,19,S3,GRE2,0,6.5,106,2.5,https://www.topuniversities.com/universities/harper-adams-university
1001043,Imam Mohammad Ibn Saud Islamic University – IMSIU,Type2,28730,CU26,R3,2022,RA_RO3,1001-1200,15,S4,GRE2,0,9,106,2.8,https://www.topuniversities.com/universities/imam-mohammad-ibn-saud-islamic-university-imsiu
1001044,"Indian Institute of Information Technology, Allahabad",Type2,64377,CU33,R3,2022,RA_RO1,1001-1200,13,S3,GRE2,0,6.5,94,2.8,https://www.topuniversities.com/universities/indian-institute-information-technology-allahabad
1001045,Irkutsk State University,Type2,34137,CU18,R2,2022,RA_RO3,1001-1200,11,S2,GRE2,0,9,105,2.6,https://www.topuniversities.com/universities/irkutsk-state-university
1001046,Istanbul Aydin University  ,Type1,38457,CU60,R3,2022,RA_RO4,1001-1200,15,S2,GRE2,0,6,101,2.8,https://www.topuniversities.com/universities/istanbul-aydin-university
1001047,Istanbul Bilgi Üniversitesi,Type1,63721,CU60,R3,2022,RA_RO3,1001-1200,14,S1,GRE2,0,7.5,98,3.2,https://www.topuniversities.com/universities/istanbul-bilgi-universitesi
1001048,Ivan Franko National University of Lviv,Type2,51145,CU61,R2,2022,RA_RO3,1001-1200,11,S2,GRE2,0,8,94,2.6,https://www.topuniversities.com/universities/ivan-franko-national-university-lviv
1001049,Izmir Institute of Technology (IZTECH),Type2,26963,CU60,R3,2022,RA_RO3,1001-1200,19,S1,GRE2,0,6,93,3.1,https://www.topuniversities.com/universities/izmir-institute-technology-iztech
1001050,Jamia Hamdard,Type2,46182,CU33,R3,2022,RA_RO3,1001-1200,16,S1,GRE2,0,8.5,109,3.3,https://www.topuniversities.com/universities/jamia-hamdard
1001051,Jeju National University ,Type2,31562,CU10,R3,2022,RA_RO3,1001-1200,12,S1,GRE2,0,7,111,2.7,https://www.topuniversities.com/universities/jeju-national-university
1001052,Kangwon National University ,Type2,35315,CU10,R3,2022,RA_RO3,1001-1200,14,S2,GRE2,0,7.5,110,3.2,https://www.topuniversities.com/universities/kangwon-national-university
1001053,Kent State University,Type2,65598,CU1,R1,2022,RA_RO1,1001-1200,19,S2,GRE3,311,6.5,117,2.7,https://www.topuniversities.com/universities/kent-state-university
1001054,King Mongkut's Institute of Technology Ladkrabang,Type2,55350,CU36,R3,2022,RA_RO1,1001-1200,21,S2,GRE2,0,8,115,3.4,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang
1001055,Kookmin University ,Type1,60416,CU10,R3,2022,RA_RO3,1001-1200,12,S2,GRE2,0,8,91,3,https://www.topuniversities.com/universities/kookmin-university
1001056,Kuwait University,Type2,65665,CU72,R3,2022,RA_RO4,1001-1200,22,S4,GRE2,0,7.5,108,2.6,https://www.topuniversities.com/universities/kuwait-university
1001057,Leeds Beckett University,Type2,25846,CU2,R2,2022,RA_RO3,1001-1200,19,S2,GRE2,0,8,117,3.1,https://www.topuniversities.com/universities/leeds-beckett-university
1001058,Makerere University,Type2,34919,CU85,R6,2022,RA_RO3,1001-1200,24,S4,GRE2,0,6,94,2.9,https://www.topuniversities.com/universities/makerere-university
1001059,Marquette University,Type1,43351,CU1,R1,2022,RA_RO1,1001-1200,12,S1,GRE3,296,6.5,94,2.8,https://www.topuniversities.com/universities/marquette-university
1001060,Meiji University,Type1,62781,CU7,R3,2022,RA_RO3,1001-1200,19,S4,GRE2,0,7,111,2.6,https://www.topuniversities.com/universities/meiji-university
1001061,Miami University,Type2,62083,CU1,R1,2022,RA_RO3,1001-1200,17,S2,GRE1,0,8.5,105,2.8,https://www.topuniversities.com/universities/miami-university
1001062,Mississippi State University,Type2,33014,CU1,R1,2022,RA_RO1,1001-1200,18,S2,GRE3,297,7,98,3.1,https://www.topuniversities.com/universities/mississippi-state-university
1001063,Multimedia University (MMU),Type1,35274,CU14,R3,2022,RA_RO1,1001-1200,14,S1,GRE2,0,7,95,3.2,https://www.topuniversities.com/universities/multimedia-university-mmu
1001064,Mustansiriyah University,Type2,44520,CU78,R3,2022,RA_RO4,1001-1200,8,S4,GRE2,0,9,113,3.2,https://www.topuniversities.com/universities/mustansiriyah-university
1001065,Mutah University,Type2,44089,CU69,R3,2022,RA_RO4,1001-1200,14,S1,GRE2,0,6,108,3.4,https://www.topuniversities.com/universities/mutah-university
1001066,Nagoya Institute of Technology (NIT),Type2,65945,CU7,R3,2022,RA_RO1,1001-1200,17,S1,GRE2,0,7.5,115,3.1,https://www.topuniversities.com/universities/nagoya-institute-technology-nit
1001067,National Dong Hwa University,Type2,68292,CU15,R3,2022,RA_RO1,1001-1200,17,S1,GRE2,0,7.5,112,2.9,https://www.topuniversities.com/universities/national-dong-hwa-university
1001068,National Taiwan Ocean University,Type2,41056,CU15,R3,2022,RA_RO1,1001-1200,14,S1,GRE2,0,8,91,3,https://www.topuniversities.com/universities/national-taiwan-ocean-university
1001069,National University of Kyiv-Mohyla Academy (NaUKMA),Type2,66858,CU61,R2,2022,RA_RO3,1001-1200,8,S3,GRE2,0,7.5,90,3,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma
1001070,North South University,Type1,33966,CU76,R3,2022,RA_RO4,1001-1200,18,S2,GRE2,0,9,95,2.6,https://www.topuniversities.com/universities/north-south-university
1001071,North-West University,Type2,26029,CU38,R6,2022,RA_RO1,1001-1200,20,S4,GRE2,0,7.5,113,3.1,https://www.topuniversities.com/universities/north-west-university
1001072,Northern Arizona University,Type2,46987,CU1,R1,2022,RA_RO3,1001-1200,22,S2,GRE3,330,6.5,95,3.4,https://www.topuniversities.com/universities/northern-arizona-university
1001073,OSMANIA UNIVERSITY,Type2,37134,CU33,R3,2022,RA_RO1,1001-1200,24,S1,GRE2,0,9,117,2.7,https://www.topuniversities.com/universities/osmania-university
1001074,Ohio University,Type2,47652,CU1,R1,2022,RA_RO3,1001-1200,20,S2,GRE3,291,7.5,96,2.6,https://www.topuniversities.com/universities/ohio-university
1001075,Panjab University,Type2,60018,CU33,R3,2022,RA_RO1,1001-1200,17,S2,GRE2,0,6.5,110,3.4,https://www.topuniversities.com/universities/panjab-university
1001076,Paul Valéry University Montpellier,Type2,58769,CU11,R2,2022,RA_RO3,1001-1200,13,S2,GRE2,0,9,93,3.1,https://www.topuniversities.com/universities/paul-valery-university-montpellier
1001077,Pontificia Universidad Católica del Ecuador (PUCE),Type1,59675,CU74,R5,2022,RA_RO4,1001-1200,16,S2,GRE2,0,6.5,103,3.4,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce
1001078,Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Type1,52508,CU27,R5,2022,RA_RO3,1001-1200,23,S2,GRE2,0,7,109,3.1,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs
1001079,Portland State University,Type2,69581,CU1,R1,2022,RA_RO1,1001-1200,17,S2,GRE4,313,7.5,114,2.7,https://www.topuniversities.com/universities/portland-state-university
1001080,Pukyong National University ,Type2,40251,CU10,R3,2022,RA_RO1,1001-1200,14,S2,GRE2,0,8.5,97,2.6,https://www.topuniversities.com/universities/pukyong-national-university
1001081,Rikkyo University,Type1,29569,CU7,R3,2022,RA_RO3,1001-1200,17,S2,GRE2,0,6.5,116,3,https://www.topuniversities.com/universities/rikkyo-university
1001082,Rochester Institute of Technology (RIT),Type1,39374,CU1,R1,2022,RA_RO3,1001-1200,12,S2,GRE4,297,7.5,105,2.8,https://www.topuniversities.com/universities/rochester-institute-technology-rit
1001083,Russian State University for the Humanities ,Type2,63324,CU18,R2,2022,RA_RO3,1001-1200,13,S1,GRE2,0,6,108,2.8,https://www.topuniversities.com/universities/russian-state-university-humanities
1001084,Saint-Petersburg Mining University,Type2,44070,CU18,R2,2022,RA_RO1,1001-1200,6,S1,GRE2,0,7,90,2.5,https://www.topuniversities.com/universities/saint-petersburg-mining-university
1001085,Saitama University,Type2,64450,CU7,R3,2022,RA_RO1,1001-1200,14,S1,GRE2,0,8,108,3.2,https://www.topuniversities.com/universities/saitama-university
1001086,Saken Seifullin Kazakh Agrotechnical University,Type1,50273,CU32,R3,2022,RA_RO4,1001-1200,14,S2,GRE2,0,9,104,3,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university
1001087,San Diego State University,Type2,62267,CU1,R1,2022,RA_RO1,1001-1200,25,S4,GRE1,0,8,114,3,https://www.topuniversities.com/universities/san-diego-state-university
1001088,Seoul National University of Science and Technology,Type2,27261,CU10,R3,2022,RA_RO1,1001-1200,17,S1,GRE2,0,7.5,94,2.5,https://www.topuniversities.com/universities/seoul-national-university-science-technology
1001089,Shahid Beheshti University (SBU),Type2,69201,CU51,R3,2022,RA_RO1,1001-1200,22,S2,GRE2,0,8.5,107,3.2,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu
1001090,Shanghai International Studies University,Type2,60253,CU5,R3,2022,RA_RO1,1001-1200,13,S2,GRE2,0,7.5,98,3.1,https://www.topuniversities.com/universities/shanghai-international-studies-university
1001091,Sheffield Hallam University,Type2,59226,CU2,R2,2022,RA_RO3,1001-1200,16,S2,GRE2,0,9,110,3,https://www.topuniversities.com/universities/sheffield-hallam-university
1001092,"Siberian Federal University, SibFU",Type2,28936,CU18,R2,2022,RA_RO1,1001-1200,9,S1,GRE2,0,6.5,110,2.6,https://www.topuniversities.com/universities/siberian-federal-university-sibfu
1001093,Slovak University of Agriculture in Nitra,Type2,35838,CU68,R2,2022,RA_RO1,1001-1200,13,S1,GRE2,0,6,112,2.5,https://www.topuniversities.com/universities/slovak-university-agriculture-nitra
1001094,Sookmyung Women's University ,Type1,35941,CU10,R3,2022,RA_RO3,1001-1200,12,S1,GRE2,0,7,95,3.1,https://www.topuniversities.com/universities/sookmyung-womens-university
1001095,Suez Canal University,Type2,57269,CU57,R6,2022,RA_RO4,1001-1200,12,S4,GRE2,0,6,104,3.2,https://www.topuniversities.com/universities/suez-canal-university
1001096,Taibah University,Type2,44479,CU26,R3,2022,RA_RO4,1001-1200,23,S4,GRE2,0,6.5,105,2.9,https://www.topuniversities.com/universities/taibah-university
1001097,Tallinn University ,Type2,63432,CU46,R2,2022,RA_RO1,1001-1200,20,S1,GRE2,0,9,102,3,https://www.topuniversities.com/universities/tallinn-university
1001098,Technical University of Lublin,Type2,35032,CU47,R2,2022,RA_RO1,1001-1200,,S1,GRE2,0,7,94,2.9,https://www.topuniversities.com/universities/technical-university-lublin
1001099,Telkom University,Type1,29547,CU42,R3,2022,RA_RO3,1001-1200,12,S2,GRE2,0,6,105,2.9,https://www.topuniversities.com/universities/telkom-university
1001100,Thapar Institute of Engineering & Technology,Type2,66965,CU33,R3,2022,RA_RO1,1001-1200,17,S1,GRE2,0,7,97,3.4,https://www.topuniversities.com/universities/thapar-institute-engineering-technology
1001101,The Herzen State Pedagogical University of Russia,Type2,54183,CU18,R2,2022,RA_RO3,1001-1200,11,S2,GRE2,0,9,99,3,https://www.topuniversities.com/universities/herzen-state-pedagogical-university-russia
1001102,The Josip Juraj Strossmayer University of Osijek,Type2,66691,CU75,R2,2022,RA_RO3,1001-1200,11,S2,GRE2,0,6,90,2.8,https://www.topuniversities.com/universities/josip-juraj-strossmayer-university-osijek
1001103,"The National Research University ""Belgorod State University""",Type2,25923,CU18,R2,2022,RA_RO1,1001-1200,12,S1,GRE2,0,8.5,111,3.3,https://www.topuniversities.com/universities/national-research-university-belgorod-state-university
1001104,The University of Lahore,Type1,41496,CU49,R3,2022,RA_RO3,1001-1200,14,S4,GRE2,0,8.5,106,3.2,https://www.topuniversities.com/universities/university-lahore
1001105,The University of Northampton,Type2,42586,CU2,R2,2022,RA_RO3,1001-1200,17,S1,GRE2,0,7,100,2.7,https://www.topuniversities.com/universities/university-northampton
1001106,The University of Texas at Arlington,Type2,29961,CU1,R1,2022,RA_RO1,1001-1200,22,S4,GRE3,320,9,101,3.4,https://www.topuniversities.com/universities/university-texas-arlington
1001107,Tokai University,Type1,50692,CU7,R3,2022,RA_RO3,1001-1200,14,S2,GRE2,0,7.5,90,2.7,https://www.topuniversities.com/universities/tokai-university
1001108,Tomas Bata University in Zlin,Type2,42300,CU43,R2,2022,RA_RO1,1001-1200,14,S1,GRE2,0,8.5,113,3.1,https://www.topuniversities.com/universities/tomas-bata-university-zlin
1001109,Ton Duc Thang University,Type1,61017,CU80,R3,2022,RA_RO1,1001-1200,18,S2,GRE2,0,7,105,3.2,https://www.topuniversities.com/universities/ton-duc-thang-university
1001110,Universidad Andrés Bello,Type1,50151,CU28,R5,2022,RA_RO4,1001-1200,19,S4,GRE2,0,7,116,3,https://www.topuniversities.com/universities/universidad-andres-bello
1001111,Universidad Austral de Chile,Type1,26818,CU28,R5,2022,RA_RO3,1001-1200,24,S2,GRE2,0,6.5,108,2.9,https://www.topuniversities.com/universities/universidad-austral-de-chile
1001112,Universidad Autónoma de Nuevo León,Type2,25558,CU25,R5,2022,RA_RO3,1001-1200,27,S4,GRE2,0,8.5,96,2.8,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon
1001113,Universidad Central del Ecuador,Type2,30737,CU74,R5,2022,RA_RO4,1001-1200,15,S2,GRE2,0,7.5,110,3.1,https://www.topuniversities.com/universities/universidad-central-del-ecuador
1001114,Universidad Industrial de Santander - UIS,Type2,45260,CU39,R5,2022,RA_RO4,1001-1200,21,S2,GRE2,0,9,99,2.7,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis
1001115,Universidad Metropolitana,Type1,68227,CU70,R5,2022,RA_RO5,1001-1200,20,S1,GRE2,0,8,108,2.7,https://www.topuniversities.com/universities/universidad-metropolitana
1001116,Universidad Nacional Agraria la Molina,Type2,69820,CU52,R5,2022,RA_RO3,1001-1200,13,S1,GRE2,0,6,104,3.4,https://www.topuniversities.com/universities/universidad-nacional-agraria-la-molina
1001117,Universidad Nacional de Cuyo,Type2,61209,CU16,R5,2022,RA_RO4,1001-1200,12,S4,GRE2,0,7.5,105,3.1,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo
1001118,Universidad Nacional de Mar del Plata,Type2,52779,CU16,R5,2022,RA_RO3,1001-1200,21,S2,GRE2,0,7,101,3.2,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata
1001119,Universidad Nacional de Río Cuarto - UNRC,Type2,49634,CU16,R5,2022,RA_RO4,1001-1200,10,S2,GRE2,0,8.5,99,3,https://www.topuniversities.com/universities/universidad-nacional-de-rio-cuarto-unrc
1001120,Universidad Nacional de San Martín (UNSAM),Type2,41775,CU16,R5,2022,RA_RO3,1001-1200,17,S2,GRE2,0,7.5,110,2.6,https://www.topuniversities.com/universities/universidad-nacional-de-san-martin-unsam
1001121,Universidad Nacional de la Asunción,Type2,29461,CU86,R5,2022,RA_RO5,1001-1200,12,S4,GRE2,0,8.5,108,3.1,https://www.topuniversities.com/universities/universidad-nacional-de-la-asuncion
1001122,Universidad Nacional Costa Rica,Type2,52019,CU62,R5,2022,RA_RO4,1001-1200,14,S2,GRE2,0,7,99,3,https://www.topuniversities.com/universities/universidad-nacional-costa-rica
1001123,Universidad Peruana de Ciencias Aplicadas,Type1,59175,CU52,R5,2022,RA_RO4,1001-1200,22,S4,GRE2,0,8.5,104,3.3,https://www.topuniversities.com/universities/universidad-peruana-de-ciencias-aplicadas
1001124,Universidad Rey Juan Carlos,Type2,26746,CU31,R2,2022,RA_RO3,1001-1200,20,S4,GRE2,0,7,96,2.7,https://www.topuniversities.com/universities/universidad-rey-juan-carlos
1001125,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",Type2,28957,CU59,R5,2022,RA_RO5,1001-1200,12,S1,GRE2,0,9,109,3,https://www.topuniversities.com/universities/universidad-tecnologica-de-la-habana-jose-antonio-echeverria-cujae
1001126,Universidad de Castilla-La Mancha,Type2,48088,CU31,R2,2022,RA_RO3,1001-1200,13,S2,GRE2,0,7,100,2.6,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha
1001127,Universidad de Córdoba - Colombia,Type2,64319,CU39,R5,2022,RA_RO4,1001-1200,26,S2,GRE2,0,8.5,113,2.5,https://www.topuniversities.com/universities/universidad-de-cordoba-colombia
1001128,Universidad de La Frontera (UFRO),Type2,61695,CU28,R5,2022,RA_RO1,1001-1200,27,S1,GRE2,0,9,103,2.6,https://www.topuniversities.com/universities/universidad-de-la-frontera-ufro
1001129,Universidad de Lima,Type1,61174,CU52,R5,2022,RA_RO4,1001-1200,23,S2,GRE2,0,6,114,2.7,https://www.topuniversities.com/universities/universidad-de-lima
1001130,Universidad de Monterrey (UDEM),Type1,63607,CU25,R5,2022,RA_RO3,1001-1200,15,S1,GRE2,0,8,100,3.3,https://www.topuniversities.com/universities/universidad-de-monterrey-udem
1001131,Universidad de Puerto Rico,Type2,47209,CU87,R5,2022,RA_RO3,1001-1200,18,S4,GRE2,0,6.5,95,2.5,https://www.topuniversities.com/universities/universidad-de-puerto-rico
1001132,Universidad de Talca,Type2,37485,CU28,R5,2022,RA_RO1,1001-1200,18,S1,GRE2,0,6,104,2.5,https://www.topuniversities.com/universities/universidad-de-talca
1001133,Universidad de Valparaíso (UV),Type2,53626,CU28,R5,2022,RA_RO4,1001-1200,16,S2,GRE2,0,6.5,110,2.8,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv
1001134,Universidad del Desarrollo (UDD),Type1,52351,CU28,R5,2022,RA_RO4,1001-1200,15,S2,GRE2,0,6.5,117,3.4,https://www.topuniversities.com/universities/universidad-del-desarrollo-udd
1001135,Universidad del Norte ,Type1,47433,CU39,R5,2022,RA_RO4,1001-1200,15,S2,GRE2,0,6.5,98,2.7,https://www.topuniversities.com/universities/universidad-del-norte
1001136,Universidad del Pacífico,Type1,45430,CU52,R5,2022,RA_RO5,1001-1200,23,S3,GRE2,0,9,109,2.8,https://www.topuniversities.com/universities/universidad-del-pacifico
1001137,Universidade Federal Fluminense ,Type2,52243,CU27,R5,2022,RA_RO3,1001-1200,18,S4,GRE2,0,8,110,2.9,https://www.topuniversities.com/universities/universidade-federal-fluminense
1001138,Universidade Federal da Bahia,Type2,52209,CU27,R5,2022,RA_RO3,1001-1200,16,S4,GRE2,0,6,101,3.2,https://www.topuniversities.com/universities/universidade-federal-da-bahia
1001139,Universidade Federal de Juiz de Fora- (UFJF),Type2,44876,CU27,R5,2022,RA_RO3,1001-1200,10,S2,GRE2,0,6.5,114,2.8,https://www.topuniversities.com/universities/universidade-federal-de-juiz-de-fora-ufjf
1001140,Universidade Federal de Pelotas ,Type2,64089,CU27,R5,2022,RA_RO1,1001-1200,11,S2,GRE2,0,8.5,103,2.7,https://www.topuniversities.com/universities/universidade-federal-de-pelotas
1001141,Universidade Federal de Viçosa (UFV),Type2,28212,CU27,R5,2022,RA_RO3,1001-1200,14,S2,GRE2,0,6.5,105,3,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv
