university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
Yerevan State University,2022,801-1000,https://www.topuniversities.com/universities/yerevan-state-university,Armenia,,Asia,Public,High,10.0,403,M,"1,095",Not Applicable,Not Applicable,6.5,92,2.8000000000000003,67299,42.20000000000003,100998,CU81,R3,S1,Type2,GRE2,RA_RO3
Yeungnam University ,2022,801-1000,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,Private,High,14.0,"1,661",L,"1,478",Not Applicable,Not Applicable,7.5,106,2.7,31777,12.000000000000007,100999,CU10,R3,S2,Type1,GRE2,RA_RO3
Yokohama National University,2022,801-1000,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,Public,Very High,13.0,839,M,760,Not Applicable,Not Applicable,9.0,90,3.2000000000000006,36693,14.40000000000001,1001000,CU7,R3,S1,Type2,GRE2,RA_RO1
Al Quds University The Arab University in Jerusalem,2022,1001-1200,https://www.topuniversities.com/universities/al-quds-university-arab-university-jerusalem,"Palestinian Territory, Occupied",Jerusalem,Asia,Public,Medium,15.0,537,M,764,Not Applicable,Not Applicable,8.5,96,2.5,38133,47.40000000000004,1001001,CU82,R3,S1,Type2,GRE2,RA_RO4
Al-Azhar University,2022,1001-1200,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,Public,High,16.0,"20,664",XL,"18,933",Not Applicable,Not Applicable,7.0,104,2.8000000000000003,59759,15.700000000000012,1001002,CU57,R6,S4,Type2,GRE2,RA_RO3
Alexandria University ,2022,1001-1200,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,Public,High,19.0,"5,325",XL,"9,852",Not Applicable,Not Applicable,9.0,112,3.1000000000000005,62898,21.300000000000015,1001003,CU57,R6,S4,Type2,GRE2,RA_RO3
Aligarh Muslim University,2022,1001-1200,https://www.topuniversities.com/universities/aligarh-muslim-university,India,Aligarh,Asia,Public,Very High,12.0,386,L,"1,535",Not Applicable,Not Applicable,6.5,115,2.9000000000000004,26021,36.60000000000003,1001004,CU33,R3,S2,Type2,GRE2,RA_RO1
Amity University,2022,1001-1200,https://www.topuniversities.com/universities/amity-university,India,Noida,Asia,Private,Very High,13.0,"3,639",XL,"2,236",Not Applicable,Not Applicable,9.0,108,3.2000000000000006,50902,25.70000000000002,1001005,CU33,R3,S4,Type1,GRE2,RA_RO1
Amrita Vishwa Vidyapeetham,2022,1001-1200,https://www.topuniversities.com/universities/amrita-vishwa-vidyapeetham,India,Amritapuri,Asia,Private,High,11.0,273,L,"1,696",Not Applicable,Not Applicable,7.5,96,3.1000000000000005,35418,8.300000000000004,1001006,CU33,R3,S2,Type1,GRE2,RA_RO3
An-Najah National University,2022,1001-1200,https://www.topuniversities.com/universities/najah-national-university,"Palestinian Territory, Occupied",Nablus,Asia,Public,Medium,18.0,"2,144",L,"1,011",Not Applicable,Not Applicable,6.5,115,3.2000000000000006,42331,35.10000000000003,1001007,CU82,R3,S2,Type2,GRE2,RA_RO4
Anadolu University,2022,1001-1200,https://www.topuniversities.com/universities/anadolu-university,Turkey,Eskisehir,Asia,Public,Very High,14.0,730,L,"1,509",Not Applicable,Not Applicable,6.0,100,3.1000000000000005,66855,44.900000000000034,1001008,CU60,R3,S2,Type2,GRE2,RA_RO1
Assiut University ,2022,1001-1200,https://www.topuniversities.com/universities/assiut-university,Egypt,Asyut,Africa,Public,High,14.0,"1,462",XL,"5,222",Not Applicable,Not Applicable,6.0,96,2.8000000000000003,44558,31.700000000000024,1001009,CU57,R6,S4,Type2,GRE2,RA_RO3
Athens University of Economics and Business,2022,1001-1200,https://www.topuniversities.com/universities/athens-university-economics-business,Greece,Athens,Europe,Public,Very High,45.0,564,M,233,Not Applicable,Not Applicable,8.0,114,3.3000000000000007,67450,26.20000000000002,1001010,CU55,R2,S1,Type2,GRE2,RA_RO1
Azerbaijan State University of Economics,2022,1001-1200,https://www.topuniversities.com/universities/azerbaijan-state-university-economics,Azerbaijan,Baku,Asia,Public,Medium,12.0,362,L,"1,451",Not Applicable,Not Applicable,6.5,92,3.3000000000000007,44616,18.900000000000013,1001011,CU83,R3,S2,Type2,GRE2,RA_RO4
BRAC University,2022,1001-1200,https://www.topuniversities.com/universities/brac-university,Bangladesh,Dhaka,Asia,Private,High,16.0,179,M,730,Not Applicable,Not Applicable,8.5,101,3.0000000000000004,61314,11.200000000000006,1001012,CU76,R3,S1,Type1,GRE2,RA_RO3
Babes-Bolyai University,2022,1001-1200,https://www.topuniversities.com/universities/babes-bolyai-university,Romania,Cluj-Napoca,Europe,Public,High,23.0,"1,568",XL,"1,613",Not Applicable,Not Applicable,6.0,98,3.3000000000000007,32172,9.300000000000006,1001013,CU84,R2,S4,Type2,GRE2,RA_RO3
Baku State University,2022,1001-1200,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,Public,High,11.0,364,L,"2,106",Not Applicable,Not Applicable,6.5,91,2.9000000000000004,40638,14.20000000000001,1001014,CU83,R3,S2,Type2,GRE2,RA_RO3
Banaras Hindu University,2022,1001-1200,https://www.topuniversities.com/universities/banaras-hindu-university,India,Varanasi,Asia,Public,High,18.0,436,XL,"5,525",Not Applicable,Not Applicable,7.0,95,2.6,31084,48.10000000000004,1001015,CU33,R3,S4,Type2,GRE2,RA_RO3
Baylor University,2022,1001-1200,https://www.topuniversities.com/universities/baylor-university,United States,Waco,North America,Private,Very High,13.0,777,L,"1,294",No,Not Required,8.0,104,2.7,26674,15.600000000000012,1001016,CU1,R1,S2,Type1,GRE4,RA_RO1
Belarusian State University of Informatics and Radioelectronics,2022,1001-1200,https://www.topuniversities.com/universities/belarusian-state-university-informatics-radioelectronics,Belarus,Minsk,Europe,Public,Medium,20.0,417,L,703,Not Applicable,Not Applicable,9.0,102,2.6,58737,40.000000000000036,1001017,CU44,R2,S2,Type2,GRE2,RA_RO4
Benemérita Universidad Autónoma de Puebla,2022,1001-1200,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,Public,Medium,32.0,283,XL,"2,414",Not Applicable,Not Applicable,7.5,106,3.3000000000000007,48810,3.7000000000000006,1001018,CU25,R5,S4,Type2,GRE2,RA_RO4
Bina Nusantara University (BINUS),2022,1001-1200,https://www.topuniversities.com/universities/bina-nusantara-university-binus,Indonesia,Jakarta,Asia,Private,High,13.0,593,L,"1,124",Not Applicable,Not Applicable,6.5,113,3.0000000000000004,44836,38.70000000000003,1001019,CU42,R3,S2,Type1,GRE2,RA_RO3
"Birla Institute of Technology and Science, Pilani",2022,1001-1200,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,Private,Very High,18.0,289,L,776,Not Applicable,Not Applicable,6.5,100,3.400000000000001,32337,31.100000000000026,1001020,CU33,R3,S2,Type1,GRE2,RA_RO1
Birmingham City University ,2022,1001-1200,https://www.topuniversities.com/universities/birmingham-city-university,United Kingdom,Birmingham,Europe,Public,High,16.0,"6,130",L,"1,417",Not Applicable,Not Applicable,9.0,94,3.1000000000000005,25265,13.90000000000001,1001021,CU2,R2,S2,Type2,GRE2,RA_RO3
Brigham Young University,2022,1001-1200,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,Private,Very High,21.0,"1,163",XL,"1,512",Yes,292,7.0,109,2.8000000000000003,56089,7.200000000000004,1001022,CU1,R1,S4,Type1,GRE3,RA_RO1
British University in Egypt,2022,1001-1200,https://www.topuniversities.com/universities/british-university-egypt,Egypt,Sharqia,Africa,Private,High,14.0,319,M,786,Not Applicable,Not Applicable,6.0,90,3.2000000000000006,30841,5.8000000000000025,1001023,CU57,R6,S1,Type1,GRE2,RA_RO3
Brock University,2022,1001-1200,https://www.topuniversities.com/universities/brock-university,Canada,St. Catharines,North America,Public,High,29.0,"2,187",L,599,Not Applicable,Not Applicable,7.0,100,2.6,58537,13.000000000000009,1001024,CU8,R1,S2,Type2,GRE2,RA_RO3
COMSATS University Islamabad,2022,1001-1200,https://www.topuniversities.com/universities/comsats-university-islamabad,Pakistan,Islamabad,Asia,Public,Very High,15.0,417,XL,"2,264",Not Applicable,Not Applicable,8.5,92,3.1000000000000005,31974,37.400000000000034,1001025,CU49,R3,S4,Type2,GRE2,RA_RO1
Canterbury Christ Church University,2022,1001-1200,https://www.topuniversities.com/universities/canterbury-christ-church-university,United Kingdom,Bexleyheath,Europe,Public,High,17.0,"1,522",M,674,Not Applicable,Not Applicable,9.0,97,3.0000000000000004,66838,15.400000000000011,1001026,CU2,R2,S1,Type2,GRE2,RA_RO3
Católica de Córdoba,2022,1001-1200,https://www.topuniversities.com/universities/catolica-de-cordoba,Argentina,Córdoba,Latin America,Private,Low,13.0,387,M,"8,203",Not Applicable,Not Applicable,7.0,107,2.5,66506,7.600000000000004,1001027,CU16,R5,S1,Type1,GRE2,RA_RO5
Chang Jung Christian University,2022,1001-1200,https://www.topuniversities.com/universities/chang-jung-christian-university,Taiwan,Tainan City,Asia,Private,High,10.0,383,M,772,Not Applicable,Not Applicable,9.0,104,2.9000000000000004,50002,31.800000000000026,1001028,CU15,R3,S1,Type1,GRE2,RA_RO3
China University of Political Science and Law,2022,1001-1200,https://www.topuniversities.com/universities/china-university-political-science-law,China (Mainland),Beijing,Asia,Public,Medium,14.0,906,L,"1,220",Not Applicable,Not Applicable,9.0,107,3.400000000000001,29160,26.40000000000002,1001029,CU5,R3,S2,Type2,GRE2,RA_RO4
Chung Yuan Christian University,2022,1001-1200,https://www.topuniversities.com/universities/chung-yuan-christian-university,Taiwan,Taoyuan City,Asia,Public,High,21.0,"1,246",L,727,Not Applicable,Not Applicable,7.5,113,3.0000000000000004,31408,4.800000000000002,1001030,CU15,R3,S2,Type2,GRE2,RA_RO3
Chungbuk National University,2022,1001-1200,https://www.topuniversities.com/universities/chungbuk-national-university,South Korea,Cheongju,Asia,Public,High,11.0,875,L,"1,324",Not Applicable,Not Applicable,8.5,98,3.3000000000000007,56722,19.500000000000014,1001031,CU10,R3,S2,Type2,GRE2,RA_RO3
Diponegoro University,2022,1001-1200,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,Public,High,14.0,741,XL,"2,852",Not Applicable,Not Applicable,7.5,90,2.7,58262,25.00000000000002,1001032,CU42,R3,S4,Type2,GRE2,RA_RO3
Doshisha University,2022,1001-1200,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,Private,High,20.0,"1,213",L,"1,441",Not Applicable,Not Applicable,6.5,115,3.3000000000000007,28754,30.600000000000023,1001033,CU7,R3,S2,Type1,GRE2,RA_RO3
EGE UNIVERSITY,2022,1001-1200,https://www.topuniversities.com/universities/ege-university,Turkey,İzmir,Asia,Public,High,14.0,"1,697",XL,"3,165",Not Applicable,Not Applicable,8.5,100,3.400000000000001,36110,49.80000000000004,1001034,CU60,R3,S4,Type2,GRE2,RA_RO3
Escuela Politécnica Nacional,2022,1001-1200,https://www.topuniversities.com/universities/escuela-politecnica-nacional,Ecuador,,Latin America,Public,High,15.0,80,M,476,Not Applicable,Not Applicable,8.5,91,2.6,42401,37.70000000000003,1001035,CU74,R5,S1,Type2,GRE2,RA_RO3
Escuela Superior Politécnica del Litoral (ESPOL),2022,1001-1200,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Ecuador,Guayaquil,Latin America,Public,Very High,14.0,112,M,828,Not Applicable,Not Applicable,7.5,105,2.7,54084,41.80000000000003,1001036,CU74,R5,S1,Type2,GRE2,RA_RO1
Feng Chia University,2022,1001-1200,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,Private,Very High,22.0,"1,425",L,855,Not Applicable,Not Applicable,8.5,92,3.2000000000000006,45509,38.00000000000003,1001037,CU15,R3,S2,Type1,GRE2,RA_RO1
Florida Atlantic University - Boca Raton,2022,1001-1200,https://www.topuniversities.com/universities/florida-atlantic-university-boca-raton,United States,Boca Raton,North America,Public,High,19.0,998,L,"1,139",Optional,326,8.5,110,3.400000000000001,62624,37.20000000000003,1001038,CU1,R1,S2,Type2,GRE1,RA_RO3
Fu Jen Catholic University,2022,1001-1200,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,Private,Medium,24.0,"2,059",L,791,Not Applicable,Not Applicable,6.5,112,2.6,37669,31.100000000000026,1001039,CU15,R3,S2,Type1,GRE2,RA_RO4
Gazi Üniversitesi,2022,1001-1200,https://www.topuniversities.com/universities/gazi-universitesi,Turkey,Ankara,Asia,Public,High,20.0,"1,067",XL,"2,097",Not Applicable,Not Applicable,8.0,108,3.3000000000000007,44043,25.60000000000002,1001040,CU60,R3,S4,Type2,GRE2,RA_RO3
Glasgow Caledonian University,2022,1001-1200,https://www.topuniversities.com/universities/glasgow-caledonian-university,United Kingdom,London,Europe,Public,High,21.0,"2,753",L,723,Not Applicable,Not Applicable,6.0,115,3.0000000000000004,40042,3.1,1001041,CU2,R2,S2,Type2,GRE2,RA_RO3
Harper Adams University,2022,1001-1200,https://www.topuniversities.com/universities/harper-adams-university,United Kingdom,Newport,Europe,Public,High,19.0,297,S,155,Not Applicable,Not Applicable,8.0,112,2.8000000000000003,42015,34.60000000000003,1001042,CU2,R2,S3,Type2,GRE2,RA_RO3
Imam Mohammad Ibn Saud Islamic University – IMSIU,2022,1001-1200,https://www.topuniversities.com/universities/imam-mohammad-ibn-saud-islamic-university-imsiu,Saudi Arabia,Riyadh,Asia,Public,High,15.0,"6,038",XL,"4,441",Not Applicable,Not Applicable,7.5,101,2.6,40083,13.600000000000009,1001043,CU26,R3,S4,Type2,GRE2,RA_RO3
"Indian Institute of Information Technology, Allahabad",2022,1001-1200,https://www.topuniversities.com/universities/indian-institute-information-technology-allahabad,India,Prayagraj,Asia,Public,Very High,13.0,27,S,144,Not Applicable,Not Applicable,9.0,110,2.6,61663,26.00000000000002,1001044,CU33,R3,S3,Type2,GRE2,RA_RO1
Irkutsk State University,2022,1001-1200,https://www.topuniversities.com/universities/irkutsk-state-university,Russia,Irkutsk,Europe,Public,High,11.0,589,L,"1,072",Not Applicable,Not Applicable,8.0,98,3.1000000000000005,48359,10.600000000000007,1001045,CU18,R2,S2,Type2,GRE2,RA_RO3
Istanbul Aydin University  ,2022,1001-1200,https://www.topuniversities.com/universities/istanbul-aydin-university,Turkey,Istanbul,Asia,Private,Medium,15.0,"3,456",L,"1,127",Not Applicable,Not Applicable,8.0,90,2.7,47473,36.90000000000003,1001046,CU60,R3,S2,Type1,GRE2,RA_RO4
Istanbul Bilgi Üniversitesi,2022,1001-1200,https://www.topuniversities.com/universities/istanbul-bilgi-universitesi,Turkey,Istanbul,Asia,Private,High,14.0,"1,261",M,839,Not Applicable,Not Applicable,7.5,93,2.6,31262,7.0000000000000036,1001047,CU60,R3,S1,Type1,GRE2,RA_RO3
Ivan Franko National University of Lviv,2022,1001-1200,https://www.topuniversities.com/universities/ivan-franko-national-university-lviv,Ukraine,Lviv,Europe,Public,High,11.0,298,L,"1,774",Not Applicable,Not Applicable,6.0,91,2.6,62233,8.100000000000005,1001048,CU61,R2,S2,Type2,GRE2,RA_RO3
Izmir Institute of Technology (IZTECH),2022,1001-1200,https://www.topuniversities.com/universities/izmir-institute-technology-iztech,Turkey,Izmir,Asia,Public,High,19.0,159,M,288,Not Applicable,Not Applicable,7.5,100,2.7,52260,38.10000000000003,1001049,CU60,R3,S1,Type2,GRE2,RA_RO3
Jamia Hamdard,2022,1001-1200,https://www.topuniversities.com/universities/jamia-hamdard,India,New Delhi,Asia,Public,High,16.0,338,M,522,Not Applicable,Not Applicable,6.0,109,3.1000000000000005,36266,25.40000000000002,1001050,CU33,R3,S1,Type2,GRE2,RA_RO3
Jeju National University ,2022,1001-1200,https://www.topuniversities.com/universities/jeju-national-university,South Korea,Jeju City,Asia,Public,High,12.0,579,M,864,Not Applicable,Not Applicable,6.5,101,2.8000000000000003,63250,13.70000000000001,1001051,CU10,R3,S1,Type2,GRE2,RA_RO3
Kangwon National University ,2022,1001-1200,https://www.topuniversities.com/universities/kangwon-national-university,South Korea,Chuncheon,Asia,Public,High,14.0,596,L,"1,582",Not Applicable,Not Applicable,7.0,109,2.8000000000000003,44659,5.200000000000002,1001052,CU10,R3,S2,Type2,GRE2,RA_RO3
Kent State University,2022,1001-1200,https://www.topuniversities.com/universities/kent-state-university,United States,Kent,North America,Public,Very High,19.0,"1,465",L,"1,252",Optional,297,8.5,103,3.0000000000000004,26137,16.00000000000001,1001053,CU1,R1,S2,Type2,GRE1,RA_RO1
King Mongkut's Institute of Technology Ladkrabang,2022,1001-1200,https://www.topuniversities.com/universities/king-mongkuts-institute-technology-ladkrabang,Thailand,Bangkok,Asia,Public,Very High,21.0,307,L,,Not Applicable,Not Applicable,9.0,117,2.7,59315,3.2,1001054,CU36,R3,S2,Type2,GRE2,RA_RO1
Kookmin University ,2022,1001-1200,https://www.topuniversities.com/universities/kookmin-university,South Korea,Seoul,Asia,Private,High,12.0,"2,405",L,"1,447",Not Applicable,Not Applicable,7.5,104,3.3000000000000007,59808,34.10000000000002,1001055,CU10,R3,S2,Type1,GRE2,RA_RO3
Kuwait University,2022,1001-1200,https://www.topuniversities.com/universities/kuwait-university,Kuwait,Kuwait City,Asia,Public,Medium,22.0,"5,235",XL,"1,693",Not Applicable,Not Applicable,9.0,117,2.6,41161,28.50000000000002,1001056,CU72,R3,S4,Type2,GRE2,RA_RO4
Leeds Beckett University,2022,1001-1200,https://www.topuniversities.com/universities/leeds-beckett-university,United Kingdom,Leeds,Europe,Public,High,19.0,"1,247",L,"1,015",Not Applicable,Not Applicable,6.0,90,2.5,39528,15.300000000000011,1001057,CU2,R2,S2,Type2,GRE2,RA_RO3
Makerere University,2022,1001-1200,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,Public,High,24.0,"2,694",XL,"1,468",Not Applicable,Not Applicable,7.5,115,3.0000000000000004,50298,19.600000000000016,1001058,CU85,R6,S4,Type2,GRE2,RA_RO3
Marquette University,2022,1001-1200,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,Private,Very High,12.0,367,M,913,No,Not Required,7.5,103,3.3000000000000007,41111,7.700000000000005,1001059,CU1,R1,S1,Type1,GRE4,RA_RO1
Meiji University,2022,1001-1200,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,Private,High,19.0,"1,592",XL,"1,693",Not Applicable,Not Applicable,7.0,91,3.400000000000001,52976,29.400000000000023,1001060,CU7,R3,S4,Type1,GRE2,RA_RO3
Miami University,2022,1001-1200,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,Public,High,17.0,"2,260",L,"1,062",No,Not Required,7.5,107,2.8000000000000003,65965,43.80000000000004,1001061,CU1,R1,S2,Type2,GRE4,RA_RO3
Mississippi State University,2022,1001-1200,https://www.topuniversities.com/universities/mississippi-state-university,United States,Starkville,North America,Public,Very High,18.0,730,L,"1,103",Yes,292,7.5,96,3.0000000000000004,69136,43.80000000000004,1001062,CU1,R1,S2,Type2,GRE3,RA_RO1
Multimedia University (MMU),2022,1001-1200,https://www.topuniversities.com/universities/multimedia-university-mmu,Malaysia,Cyberjaya,Asia,Private,Very High,14.0,943,M,636,Not Applicable,Not Applicable,7.5,94,2.8000000000000003,54912,13.40000000000001,1001063,CU14,R3,S1,Type1,GRE2,RA_RO1
Mustansiriyah University,2022,1001-1200,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,Public,Medium,8.0,"1,505",XL,"4,704",Not Applicable,Not Applicable,9.0,90,2.9000000000000004,59994,38.900000000000034,1001064,CU78,R3,S4,Type2,GRE2,RA_RO4
Mutah University,2022,1001-1200,https://www.topuniversities.com/universities/mutah-university,Jordan,Mu'tah,Asia,Public,Medium,14.0,"1,807",M,699,Not Applicable,Not Applicable,7.5,109,2.9000000000000004,54301,22.600000000000016,1001065,CU69,R3,S1,Type2,GRE2,RA_RO4
Nagoya Institute of Technology (NIT),2022,1001-1200,https://www.topuniversities.com/universities/nagoya-institute-technology-nit,Japan,Nagoya,Asia,Public,Very High,17.0,280,M,343,Not Applicable,Not Applicable,8.0,94,3.400000000000001,53115,11.800000000000008,1001066,CU7,R3,S1,Type2,GRE2,RA_RO1
National Dong Hwa University,2022,1001-1200,https://www.topuniversities.com/universities/national-dong-hwa-university,Taiwan,Hualien City,Asia,Public,Very High,17.0,804,M,563,Not Applicable,Not Applicable,9.0,91,3.1000000000000005,41394,47.10000000000004,1001067,CU15,R3,S1,Type2,GRE2,RA_RO1
National Taiwan Ocean University,2022,1001-1200,https://www.topuniversities.com/universities/national-taiwan-ocean-university,Taiwan,Keelung City,Asia,Public,Very High,14.0,551,M,560,Not Applicable,Not Applicable,8.0,116,3.1000000000000005,69393,23.80000000000002,1001068,CU15,R3,S1,Type2,GRE2,RA_RO1
National University of Kyiv-Mohyla Academy (NaUKMA),2022,1001-1200,https://www.topuniversities.com/universities/national-university-kyiv-mohyla-academy-naukma,Ukraine,,Europe,Public,High,8.0,33,S,544,Not Applicable,Not Applicable,6.5,96,3.3000000000000007,66992,16.70000000000001,1001069,CU61,R2,S3,Type2,GRE2,RA_RO3
North South University,2022,1001-1200,https://www.topuniversities.com/universities/north-south-university,Bangladesh,Dhaka,Asia,Private,Medium,18.0,313,L,715,Not Applicable,Not Applicable,7.0,94,2.5,47200,43.500000000000036,1001070,CU76,R3,S2,Type1,GRE2,RA_RO4
North-West University,2022,1001-1200,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,Public,Very High,20.0,"1,016",XL,"1,659",Not Applicable,Not Applicable,8.5,96,3.400000000000001,38722,31.200000000000024,1001071,CU38,R6,S4,Type2,GRE2,RA_RO1
Northern Arizona University,2022,1001-1200,https://www.topuniversities.com/universities/northern-arizona-university,United States,Flagstaff,North America,Public,High,22.0,"1,162",L,"1,158",No,Not Required,6.0,97,3.1000000000000005,43631,27.50000000000002,1001072,CU1,R1,S2,Type2,GRE4,RA_RO3
OSMANIA UNIVERSITY,2022,1001-1200,https://www.topuniversities.com/universities/osmania-university,India,Hyderabad,Asia,Public,Very High,24.0,572,M,396,Not Applicable,Not Applicable,6.0,102,3.0000000000000004,57492,42.10000000000004,1001073,CU33,R3,S1,Type2,GRE2,RA_RO1
Ohio University,2022,1001-1200,https://www.topuniversities.com/universities/ohio-university,United States,Athens,North America,Public,High,20.0,977,L,"1,169",No,Not Required,9.0,91,2.8000000000000003,39986,47.60000000000004,1001074,CU1,R1,S2,Type2,GRE4,RA_RO3
Panjab University,2022,1001-1200,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,Public,Very High,17.0,43,L,"1,048",Not Applicable,Not Applicable,8.5,93,3.0000000000000004,33153,25.80000000000002,1001075,CU33,R3,S2,Type2,GRE2,RA_RO1
Paul Valéry University Montpellier,2022,1001-1200,https://www.topuniversities.com/universities/paul-valery-university-montpellier,France,Montpellier,Europe,Public,High,13.0,,L,"1,494",Not Applicable,Not Applicable,7.0,96,3.1000000000000005,36077,25.20000000000002,1001076,CU11,R2,S2,Type2,GRE2,RA_RO3
Pontificia Universidad Católica del Ecuador (PUCE),2022,1001-1200,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,Ecuador,Quito,Latin America,Private,Medium,16.0,204,L,"1,465",Not Applicable,Not Applicable,7.0,91,3.0000000000000004,55965,8.700000000000005,1001077,CU74,R5,S2,Type1,GRE2,RA_RO4
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2022,1001-1200,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,Private,High,23.0,147,L,725,Not Applicable,Not Applicable,6.5,94,2.7,45635,19.500000000000014,1001078,CU27,R5,S2,Type1,GRE2,RA_RO3
Portland State University,2022,1001-1200,https://www.topuniversities.com/universities/portland-state-university,United States,Portland,North America,Public,Very High,17.0,"1,230",L,"1,091",Optional,301,7.0,106,3.1000000000000005,41916,35.40000000000003,1001079,CU1,R1,S2,Type2,GRE1,RA_RO1
Pukyong National University ,2022,1001-1200,https://www.topuniversities.com/universities/pukyong-national-university,South Korea,Busan,Asia,Public,Very High,14.0,"1,036",L,"1,157",Not Applicable,Not Applicable,8.5,113,3.2000000000000006,61925,30.700000000000024,1001080,CU10,R3,S2,Type2,GRE2,RA_RO1
Rikkyo University,2022,1001-1200,https://www.topuniversities.com/universities/rikkyo-university,Japan,Tokyo,Asia,Private,High,17.0,"1,318",L,"1,236",Not Applicable,Not Applicable,8.5,96,2.7,49544,27.50000000000002,1001081,CU7,R3,S2,Type1,GRE2,RA_RO3
Rochester Institute of Technology (RIT),2022,1001-1200,https://www.topuniversities.com/universities/rochester-institute-technology-rit,United States,Rochester,North America,Private,High,12.0,"1,586",L,"1,136",Yes,309,6.5,93,3.3000000000000007,51229,41.20000000000003,1001082,CU1,R1,S2,Type1,GRE3,RA_RO3
Russian State University for the Humanities ,2022,1001-1200,https://www.topuniversities.com/universities/russian-state-university-humanities,Russia,Moscow,Europe,Public,High,13.0,475,M,781,Not Applicable,Not Applicable,9.0,104,3.400000000000001,26571,40.500000000000036,1001083,CU18,R2,S1,Type2,GRE2,RA_RO3
Saint-Petersburg Mining University,2022,1001-1200,https://www.topuniversities.com/universities/saint-petersburg-mining-university,Russia,St. Petersburg,Europe,Public,Very High,6.0,869,M,"1,363",Not Applicable,Not Applicable,9.0,92,2.7,66992,5.100000000000001,1001084,CU18,R2,S1,Type2,GRE2,RA_RO1
Saitama University,2022,1001-1200,https://www.topuniversities.com/universities/saitama-university,Japan,Saitama City,Asia,Public,Very High,14.0,510,M,620,Not Applicable,Not Applicable,7.5,99,3.0000000000000004,63078,15.600000000000012,1001085,CU7,R3,S1,Type2,GRE2,RA_RO1
Saken Seifullin Kazakh Agrotechnical University,2022,1001-1200,https://www.topuniversities.com/universities/saken-seifullin-kazakh-agrotechnical-university,Kazakhstan,Nur-Sultan,Asia,Private,Medium,14.0,611,L,882,Not Applicable,Not Applicable,8.5,110,3.2000000000000006,64339,3.2,1001086,CU32,R3,S2,Type1,GRE2,RA_RO4
San Diego State University,2022,1001-1200,https://www.topuniversities.com/universities/san-diego-state-university,United States,San Diego ,North America,Public,Very High,25.0,"2,092",XL,"1,262",No,Not Required,6.0,101,2.7,49261,47.00000000000004,1001087,CU1,R1,S4,Type2,GRE4,RA_RO1
Seoul National University of Science and Technology,2022,1001-1200,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,Public,Very High,17.0,722,M,652,Not Applicable,Not Applicable,6.5,94,3.3000000000000007,29830,21.700000000000017,1001088,CU10,R3,S1,Type2,GRE2,RA_RO1
Shahid Beheshti University (SBU),2022,1001-1200,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,Public,Very High,22.0,268,L,861,Not Applicable,Not Applicable,7.5,102,3.400000000000001,41302,47.50000000000004,1001089,CU51,R3,S2,Type2,GRE2,RA_RO1
Shanghai International Studies University,2022,1001-1200,https://www.topuniversities.com/universities/shanghai-international-studies-university,China (Mainland),Shanghai,Asia,Public,Very High,13.0,499,L,985,Not Applicable,Not Applicable,7.5,107,2.7,34492,21.300000000000015,1001090,CU5,R3,S2,Type2,GRE2,RA_RO1
